     0         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   POI  8.1872e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRN  8.7906e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRL  9.1745e-01  9.0323e-01  9.2102e-01  9.4065e-01  9.6603e-01  8.3337e-01  9.5227e-01  8.6032e-01  8.7365e-01  1.0300e+00  9.1540e-01  9.2937e-01  9.0922e-01  9.3463e-01  9.1896e-01  8.5287e-01
   TRA  8.9538e-01  9.2934e-01  9.2310e-01  9.4579e-01  9.6364e-01  8.4713e-01  9.7958e-01  8.6198e-01  8.7320e-01  1.0279e+00  9.1282e-01  9.1375e-01  8.9039e-01  9.3249e-01  9.1519e-01  8.4943e-01
   TRS  9.3081e-01  9.0208e-01  9.2087e-01  9.2177e-01  9.5757e-01  8.4273e-01  9.5211e-01  8.6165e-01  8.6048e-01  1.0261e+00  9.1704e-01  9.2550e-01  9.0963e-01  9.5142e-01  9.1754e-01  8.5706e-01
   OTS  9.5096e-01  9.3080e-01  9.3464e-01  9.2408e-01  9.6498e-01  8.4190e-01  9.1600e-01  8.5093e-01  8.6042e-01  9.5210e-01  9.1756e-01  9.6040e-01  9.5789e-01  9.0899e-01  9.3862e-01  8.1996e-01
   GOV  9.6562e-01  9.9079e-01  9.5488e-01  9.5926e-01  9.8394e-01  8.4752e-01  8.4110e-01  8.6729e-01  8.5370e-01  9.8033e-01  9.3687e-01  9.5593e-01  9.4984e-01  9.1209e-01  8.9644e-01  1.0253e+00
   INV  9.4498e-01  9.3665e-01  9.3432e-01  9.2522e-01  9.5979e-01  8.5969e-01  9.1696e-01  8.6961e-01  8.7737e-01  9.5069e-01  9.2345e-01  9.5197e-01  9.4725e-01  9.1718e-01  9.3156e-01  8.6159e-01
 AGF_I  9.6992e-01  9.7513e-01  9.7766e-01  9.6894e-01  9.8093e-01  9.7486e-01  9.8018e-01  9.6417e-01  9.8016e-01  9.8027e-01  9.7150e-01  9.6318e-01  9.6942e-01  9.6528e-01  9.5608e-01  9.7096e-01
 OIL_I  1.0386e+00  0.0000e+00  1.0345e+00  1.0716e+00  1.0568e+00  1.0559e+00  1.0603e+00  1.0544e+00  1.0574e+00  1.0581e+00  1.0310e+00  1.0321e+00  1.0135e+00  1.0454e+00  1.0579e+00  1.0113e+00
 GAS_I  1.0042e+00  9.4677e-01  9.4755e-01  9.9148e-01  1.0157e+00  1.0154e+00  1.0043e+00  0.0000e+00  0.0000e+00  9.9394e-01  9.9428e-01  1.0013e+00  9.8816e-01  9.9854e-01  9.8905e-01  9.8756e-01
 COL_I  1.0270e+00  1.0363e+00  1.0166e+00  1.0456e+00  1.0602e+00  1.0658e+00  1.0593e+00  1.0488e+00  1.0552e+00  1.0179e+00  1.0365e+00  1.0258e+00  1.0437e+00  1.0276e+00  1.0262e+00  1.0700e+00
 PTL_I  1.0089e+00  1.0064e+00  1.0117e+00  1.0322e+00  1.0289e+00  1.0284e+00  1.0345e+00  1.0291e+00  1.0313e+00  1.0151e+00  1.0083e+00  1.0124e+00  1.0048e+00  1.0153e+00  1.0236e+00  9.9614e-01
 MAN_I  9.1638e-01  9.3231e-01  9.3444e-01  9.2220e-01  9.0292e-01  9.1439e-01  9.1542e-01  9.2272e-01  9.1115e-01  9.2862e-01  9.2959e-01  9.3425e-01  9.3785e-01  9.2726e-01  9.2415e-01  9.2820e-01
 CHM_I  9.1561e-01  9.1683e-01  9.1770e-01  9.1618e-01  9.0658e-01  9.0251e-01  9.0966e-01  9.1224e-01  9.0150e-01  9.1509e-01  9.1753e-01  9.2823e-01  9.1713e-01  9.1989e-01  9.1868e-01  9.0906e-01
 CEM_I  9.1298e-01  9.1674e-01  9.2214e-01  9.1056e-01  8.8803e-01  9.1158e-01  9.0724e-01  9.0462e-01  8.9650e-01  9.1429e-01  9.2316e-01  9.2638e-01  9.2398e-01  9.1343e-01  9.1609e-01  9.1139e-01
 STL_I  9.0024e-01  9.1606e-01  9.1202e-01  9.0164e-01  8.6552e-01  8.8531e-01  8.8872e-01  8.9333e-01  8.8914e-01  9.0501e-01  9.1330e-01  9.0806e-01  8.8916e-01  8.8856e-01  8.9818e-01  8.7842e-01
 NFM_I  9.0165e-01  9.1448e-01  9.1148e-01  9.0599e-01  8.9133e-01  8.9118e-01  8.9820e-01  9.1583e-01  9.0253e-01  9.0488e-01  9.1704e-01  9.0390e-01  9.0354e-01  9.0244e-01  9.1884e-01  8.8595e-01
 ELC_I  9.3174e-01  0.0000e+00  8.8491e-01  9.5188e-01  0.0000e+00  9.4913e-01  9.5460e-01  9.5494e-01  9.5278e-01  9.5464e-01  9.4711e-01  9.6908e-01  9.7214e-01  9.5963e-01  9.5871e-01  9.6007e-01
 TRL_I  9.0987e-01  9.1169e-01  9.1040e-01  9.0993e-01  8.9319e-01  9.1799e-01  9.1433e-01  9.1393e-01  9.1429e-01  9.1228e-01  9.1401e-01  9.1652e-01  9.1591e-01  9.1449e-01  9.1401e-01  9.2137e-01
 TRA_I  9.1142e-01  9.0924e-01  9.0254e-01  9.0938e-01  8.9968e-01  9.1591e-01  9.1034e-01  9.0736e-01  9.1109e-01  9.0939e-01  9.0933e-01  9.1084e-01  9.0999e-01  9.0923e-01  9.0933e-01  9.1045e-01
 TRS_I  9.0033e-01  9.0258e-01  9.1071e-01  9.0943e-01  9.0333e-01  9.2074e-01  9.1691e-01  9.1490e-01  9.1564e-01  9.1702e-01  9.1774e-01  9.1911e-01  9.1525e-01  9.1742e-01  9.1423e-01  9.1553e-01
 OTS_I  9.2584e-01  9.3880e-01  9.3682e-01  9.2879e-01  9.1824e-01  9.1592e-01  9.3336e-01  9.4019e-01  9.3301e-01  9.3332e-01  9.3512e-01  9.3924e-01  9.4080e-01  9.3663e-01  9.3583e-01  9.3988e-01
 GOV_I  9.3604e-01  9.5353e-01  9.5342e-01  9.4773e-01  9.4006e-01  9.4808e-01  9.4639e-01  9.4370e-01  9.4716e-01  9.4656e-01  9.4576e-01  9.4410e-01  9.4469e-01  9.4996e-01  9.4794e-01  9.4354e-01

    11         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   LND  1.4954e+00  1.1150e+00  1.3140e+00  1.2450e+00  1.3118e+00  2.7535e+00  1.3283e+00  1.6960e+00  1.5415e+00  7.8010e-01  1.3998e+00  1.2533e+00  1.4565e+00  1.2609e+00  1.0133e+00  1.6706e+00
   LAB  1.0000e+00  1.0219e+00  9.8518e-01  9.8948e-01  1.0323e+00  8.5335e-01  7.3658e-01  8.6780e-01  8.2805e-01  9.9022e-01  9.5043e-01  9.5410e-01  9.5025e-01  9.1235e-01  8.4779e-01  1.2906e+00
   CAP  8.6105e-01  9.0420e-01  8.5917e-01  8.3228e-01  8.9674e-01  7.4411e-01  1.0081e+00  7.9584e-01  8.3358e-01  9.0323e-01  8.7638e-01  9.7831e-01  1.0042e+00  8.7926e-01  1.0001e+00  6.3589e-01
   NAT  1.4052e+00  1.6331e+00  1.3835e+00  1.7346e+00  1.2284e+00  2.6699e+00  1.5470e+00  2.1676e+00  2.0219e+00  1.4342e+00  1.5228e+00  1.2287e+00  1.3399e+00  1.6815e+00  1.3911e+00  2.0505e+00
   AGF  9.8295e-01  9.8908e-01  9.4991e-01  9.6469e-01  9.9131e-01  1.1046e+00  9.9740e-01  1.0850e+00  1.0123e+00  9.3486e-01  9.9256e-01  9.6216e-01  9.8728e-01  9.4119e-01  9.1497e-01  1.0436e+00
   OIL  1.0263e+00  1.0255e+00  1.0105e+00  1.0745e+00  1.0121e+00  1.1698e+00  1.1012e+00  1.1255e+00  1.0912e+00  1.0415e+00  1.0418e+00  1.0355e+00  1.0468e+00  1.0707e+00  1.0787e+00  1.0188e+00
   GAS  9.4116e-01  9.4714e-01  1.0078e+00  1.0232e+00  9.5335e-01  1.0250e+00  1.0502e+00  1.1300e+00  8.9136e-01  9.8385e-01  9.9716e-01  1.0095e+00  9.6064e-01  1.0082e+00  1.0770e+00  9.8993e-01
   COL  1.0244e+00  1.1754e+00  1.0290e+00  1.0758e+00  1.0275e+00  1.1658e+00  1.0960e+00  1.1052e+00  1.0858e+00  1.0414e+00  1.0442e+00  1.0102e+00  1.0249e+00  1.0728e+00  1.0219e+00  1.1272e+00
   PTL  1.0172e+00  9.9764e-01  9.9382e-01  1.0484e+00  1.0451e+00  1.0491e+00  1.0604e+00  1.0469e+00  1.0126e+00  1.0183e+00  1.0129e+00  1.0229e+00  1.0079e+00  1.0429e+00  1.0489e+00  9.9104e-01
   MAN  9.4071e-01  9.3591e-01  9.2560e-01  9.2487e-01  9.5815e-01  8.5357e-01  9.1145e-01  8.6818e-01  8.9511e-01  9.5698e-01  9.2418e-01  9.4565e-01  9.3651e-01  9.1270e-01  9.2493e-01  9.0595e-01
   CHM  9.1034e-01  9.2056e-01  9.0912e-01  9.1746e-01  9.3839e-01  8.3618e-01  9.2088e-01  8.3883e-01  8.5744e-01  9.6742e-01  9.0609e-01  9.3167e-01  8.8987e-01  9.4217e-01  9.2416e-01  8.1623e-01
   CEM  9.2682e-01  9.1959e-01  9.2046e-01  9.1714e-01  9.4755e-01  8.2834e-01  9.3095e-01  8.3171e-01  8.6890e-01  9.7563e-01  9.0910e-01  9.3391e-01  9.1012e-01  9.1728e-01  9.2189e-01  8.7269e-01
   STL  9.2010e-01  9.0836e-01  9.1872e-01  9.1834e-01  9.2512e-01  8.2360e-01  9.2875e-01  8.2332e-01  8.4913e-01  9.8335e-01  8.9600e-01  9.1923e-01  8.6022e-01  9.1743e-01  9.1462e-01  8.1201e-01
   NFM  9.1054e-01  9.2903e-01  8.9919e-01  9.1156e-01  9.2703e-01  8.3417e-01  9.0751e-01  8.2092e-01  8.5563e-01  1.0003e+00  8.9948e-01  9.2106e-01  8.9340e-01  9.1628e-01  9.2797e-01  8.1607e-01
   ELC  8.5523e-01  9.6869e-01  9.1480e-01  9.1961e-01  9.5321e-01  9.1012e-01  9.8594e-01  8.9217e-01  8.9334e-01  9.5449e-01  9.3941e-01  9.6935e-01  9.7215e-01  9.7645e-01  9.6935e-01  9.5446e-01
   WND  8.6520e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   SLR  8.6421e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   NUC  9.3930e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   HYD  9.4671e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   CFP  8.6833e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   BGA  8.2631e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   PGA  8.0702e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   POI  8.0182e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRN  8.6846e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRL  9.0969e-01  8.9330e-01  9.1450e-01  9.3530e-01  9.6252e-01  8.1882e-01  9.4561e-01  8.4776e-01  8.6022e-01  1.0341e+00  9.0917e-01  9.2330e-01  9.0189e-01  9.2900e-01  9.1267e-01  8.4196e-01
   TRA  8.8552e-01  9.2211e-01  9.1683e-01  9.4099e-01  9.5990e-01  8.3341e-01  9.7430e-01  8.4979e-01  8.6001e-01  1.0318e+00  9.0654e-01  9.0659e-01  8.8235e-01  9.2686e-01  9.0876e-01  8.3848e-01
   TRS  9.2439e-01  8.9187e-01  9.1430e-01  9.1471e-01  9.5329e-01  8.2853e-01  9.4551e-01  8.4943e-01  8.4661e-01  1.0298e+00  9.1046e-01  9.1896e-01  9.0233e-01  9.4776e-01  9.1120e-01  8.4601e-01
   OTS  9.4650e-01  9.2361e-01  9.2953e-01  9.1717e-01  9.6134e-01  8.2849e-01  9.0859e-01  8.3681e-01  8.4600e-01  9.4962e-01  9.0979e-01  9.5633e-01  9.5254e-01  9.0086e-01  9.3242e-01  8.0521e-01
   GOV  9.6246e-01  9.9136e-01  9.5236e-01  9.5528e-01  9.8192e-01  8.3468e-01  8.2954e-01  8.5354e-01  8.3991e-01  9.8147e-01  9.3195e-01  9.5255e-01  9.4444e-01  9.0525e-01  8.8787e-01  1.0283e+00
   INV  9.3991e-01  9.3074e-01  9.2890e-01  9.1833e-01  9.5566e-01  8.4762e-01  9.0922e-01  8.5756e-01  8.6516e-01  9.4760e-01  9.1634e-01  9.4723e-01  9.4156e-01  9.0959e-01  9.2497e-01  8.5035e-01
 AGF_I  9.6754e-01  9.7401e-01  9.7697e-01  9.6627e-01  9.7985e-01  9.7310e-01  9.7799e-01  9.6054e-01  9.8019e-01  9.7910e-01  9.6953e-01  9.5950e-01  9.6652e-01  9.6246e-01  9.5267e-01  9.6953e-01
 OIL_I  1.0430e+00  0.0000e+00  1.0385e+00  1.0801e+00  1.0637e+00  1.0625e+00  1.0675e+00  1.0609e+00  1.0643e+00  1.0649e+00  1.0349e+00  1.0361e+00  1.0162e+00  1.0509e+00  1.0649e+00  1.0138e+00
 GAS_I  1.0053e+00  9.4210e-01  9.4290e-01  9.8998e-01  1.0170e+00  1.0169e+00  1.0038e+00  0.0000e+00  0.0000e+00  9.9378e-01  9.9416e-01  1.0015e+00  9.8756e-01  9.9906e-01  9.8822e-01  9.8693e-01
 COL_I  1.0305e+00  1.0412e+00  1.0188e+00  1.0517e+00  1.0678e+00  1.0740e+00  1.0668e+00  1.0552e+00  1.0624e+00  1.0208e+00  1.0411e+00  1.0293e+00  1.0486e+00  1.0312e+00  1.0302e+00  1.0780e+00
 PTL_I  1.0105e+00  1.0076e+00  1.0134e+00  1.0364e+00  1.0328e+00  1.0323e+00  1.0390e+00  1.0331e+00  1.0355e+00  1.0174e+00  1.0098e+00  1.0144e+00  1.0061e+00  1.0177e+00  1.0267e+00  9.9697e-01
 MAN_I  9.0843e-01  9.2584e-01  9.2819e-01  9.1466e-01  8.9380e-01  9.0607e-01  9.0719e-01  9.1533e-01  9.0271e-01  9.2175e-01  9.2294e-01  9.2787e-01  9.3188e-01  9.2027e-01  9.1687e-01  9.2138e-01
 CHM_I  9.0762e-01  9.0910e-01  9.1004e-01  9.0812e-01  8.9751e-01  8.9303e-01  9.0074e-01  9.0377e-01  8.9211e-01  9.0739e-01  9.0994e-01  9.2164e-01  9.0991e-01  9.1246e-01  9.1097e-01  9.0106e-01
 CEM_I  9.0473e-01  9.0880e-01  9.1476e-01  9.0188e-01  8.7737e-01  9.0285e-01  8.9798e-01  8.9537e-01  8.8629e-01  9.0617e-01  9.1612e-01  9.1955e-01  9.1722e-01  9.0530e-01  9.0817e-01  9.0354e-01
 STL_I  8.9117e-01  9.0841e-01  9.0380e-01  8.9198e-01  8.5320e-01  8.7469e-01  8.7831e-01  8.8373e-01  8.7891e-01  8.9661e-01  9.0569e-01  9.0016e-01  8.8031e-01  8.7925e-01  8.8890e-01  8.6872e-01
 NFM_I  8.9277e-01  9.0675e-01  9.0335e-01  8.9698e-01  8.8120e-01  8.8089e-01  8.8830e-01  9.0800e-01  8.9330e-01  8.9654e-01  9.0941e-01  8.9523e-01  8.9505e-01  8.9341e-01  9.1106e-01  8.7600e-01
 ELC_I  9.2545e-01  0.0000e+00  8.7402e-01  9.4683e-01  0.0000e+00  9.4379e-01  9.4977e-01  9.5020e-01  9.4777e-01  9.4991e-01  9.4180e-01  9.6555e-01  9.6843e-01  9.5567e-01  9.5436e-01  9.5607e-01
 TRL_I  9.0157e-01  9.0351e-01  9.0210e-01  9.0163e-01  8.8329e-01  9.1040e-01  9.0654e-01  9.0611e-01  9.0650e-01  9.0432e-01  9.0617e-01  9.0903e-01  9.0833e-01  9.0670e-01  9.0619e-01  9.1431e-01
 TRA_I  9.0360e-01  9.0096e-01  8.9356e-01  9.0114e-01  8.9046e-01  9.0821e-01  9.0247e-01  8.9904e-01  9.0320e-01  9.0132e-01  9.0124e-01  9.0301e-01  9.0209e-01  9.0111e-01  9.0124e-01  9.0251e-01
 TRS_I  8.9099e-01  8.9333e-01  9.0239e-01  9.0096e-01  8.9432e-01  9.1337e-01  9.0938e-01  9.0705e-01  9.0790e-01  9.0947e-01  9.1021e-01  9.1176e-01  9.0750e-01  9.0984e-01  9.0630e-01  9.0773e-01
 OTS_I  9.1861e-01  9.3289e-01  9.3074e-01  9.2187e-01  9.1038e-01  9.0780e-01  9.2675e-01  9.3426e-01  9.2640e-01  9.2668e-01  9.2870e-01  9.3314e-01  9.3485e-01  9.3035e-01  9.2946e-01  9.3391e-01
 GOV_I  9.3046e-01  9.4929e-01  9.4915e-01  9.4302e-01  9.3449e-01  9.4337e-01  9.4162e-01  9.3868e-01  9.4245e-01  9.4175e-01  9.4093e-01  9.3918e-01  9.3978e-01  9.4548e-01  9.4329e-01  9.3853e-01

    12         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   LND  1.5231e+00  1.0664e+00  1.3720e+00  1.2713e+00  1.3532e+00  2.9675e+00  1.3505e+00  1.7684e+00  1.6190e+00  7.6274e-01  1.4176e+00  1.3002e+00  1.4753e+00  1.3223e+00  1.0441e+00  1.8680e+00
   LAB  1.0000e+00  1.0285e+00  9.8625e-01  9.8838e-01  1.0337e+00  8.4632e-01  7.2064e-01  8.5920e-01  8.1638e-01  9.9205e-01  9.4852e-01  9.5187e-01  9.4577e-01  9.0771e-01  8.3718e-01  1.3160e+00
   CAP  8.5036e-01  8.9659e-01  8.4657e-01  8.1959e-01  8.8868e-01  7.2303e-01  1.0058e+00  7.7761e-01  8.1646e-01  8.9546e-01  8.6446e-01  9.7343e-01  1.0000e+00  8.6729e-01  9.9702e-01  6.1191e-01
   NAT  1.4463e+00  1.7009e+00  1.4242e+00  1.8171e+00  1.2501e+00  2.8772e+00  1.6109e+00  2.3064e+00  2.1416e+00  1.4776e+00  1.5790e+00  1.2563e+00  1.3815e+00  1.7596e+00  1.4393e+00  2.1606e+00
   AGF  9.8011e-01  9.8055e-01  9.4712e-01  9.6215e-01  9.9091e-01  1.1178e+00  9.9625e-01  1.0939e+00  1.0178e+00  9.3010e-01  9.9020e-01  9.5994e-01  9.8388e-01  9.3888e-01  9.1047e-01  1.0605e+00
   OIL  1.0293e+00  1.0284e+00  1.0120e+00  1.0828e+00  1.0131e+00  1.1881e+00  1.1109e+00  1.1387e+00  1.0994e+00  1.0461e+00  1.0460e+00  1.0385e+00  1.0513e+00  1.0779e+00  1.0864e+00  1.0218e+00
   GAS  9.3657e-01  9.4259e-01  1.0091e+00  1.0266e+00  9.4903e-01  1.0287e+00  1.0549e+00  1.1437e+00  8.8370e-01  9.8361e-01  9.9738e-01  1.0100e+00  9.5662e-01  1.0093e+00  1.0843e+00  9.8956e-01
   COL  1.0270e+00  1.1958e+00  1.0327e+00  1.0843e+00  1.0296e+00  1.1846e+00  1.1054e+00  1.1165e+00  1.0957e+00  1.0460e+00  1.0488e+00  1.0124e+00  1.0279e+00  1.0810e+00  1.0253e+00  1.1394e+00
   PTL  1.0192e+00  9.9795e-01  9.9372e-01  1.0539e+00  1.0497e+00  1.0545e+00  1.0663e+00  1.0518e+00  1.0143e+00  1.0209e+00  1.0144e+00  1.0252e+00  1.0092e+00  1.0474e+00  1.0538e+00  9.9162e-01
   MAN  9.3574e-01  9.3043e-01  9.1977e-01  9.1867e-01  9.5405e-01  8.4249e-01  9.0354e-01  8.5809e-01  8.8683e-01  9.5423e-01  9.1794e-01  9.4096e-01  9.3059e-01  9.0541e-01  9.1857e-01  9.0025e-01
   CHM  9.0289e-01  9.1401e-01  9.0174e-01  9.1064e-01  9.3280e-01  8.2309e-01  9.1289e-01  8.2664e-01  8.4451e-01  9.6520e-01  8.9917e-01  9.2591e-01  8.8193e-01  9.3752e-01  9.1748e-01  8.0498e-01
   CEM  9.2074e-01  9.1268e-01  9.1420e-01  9.1040e-01  9.4264e-01  8.1514e-01  9.2304e-01  8.1871e-01  8.5636e-01  9.7428e-01  9.0235e-01  9.2837e-01  9.0303e-01  9.1017e-01  9.1518e-01  8.6444e-01
   STL  9.1347e-01  9.0062e-01  9.1239e-01  9.1163e-01  9.1852e-01  8.0972e-01  9.2028e-01  8.0968e-01  8.3469e-01  9.8242e-01  8.8918e-01  9.1268e-01  8.5108e-01  9.1068e-01  9.0766e-01  7.9963e-01
   NFM  9.0319e-01  9.2408e-01  8.9104e-01  9.0436e-01  9.2051e-01  8.2114e-01  8.9874e-01  8.0738e-01  8.4265e-01  1.0004e+00  8.9211e-01  9.1452e-01  8.8548e-01  9.0951e-01  9.2143e-01  8.0386e-01
   ELC  8.4349e-01  9.6625e-01  9.0761e-01  9.1357e-01  9.4914e-01  9.0376e-01  9.8436e-01  8.8346e-01  8.8363e-01  9.5194e-01  9.3420e-01  9.6606e-01  9.6835e-01  9.7462e-01  9.6630e-01  9.5141e-01
   WND  8.5480e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   SLR  8.5375e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   NUC  9.3431e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   HYD  9.4232e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   CFP  8.5737e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   BGA  8.1269e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   PGA  7.9182e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   POI  7.8526e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRN  8.5817e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRL  9.0205e-01  8.8374e-01  9.0783e-01  9.3004e-01  9.5875e-01  8.0505e-01  9.3820e-01  8.3634e-01  8.4799e-01  1.0378e+00  9.0328e-01  9.1713e-01  8.9455e-01  9.2294e-01  9.0617e-01  8.3135e-01
   TRA  8.7582e-01  9.1607e-01  9.1045e-01  9.3623e-01  9.5589e-01  8.2015e-01  9.6829e-01  8.3857e-01  8.4804e-01  1.0353e+00  9.0055e-01  8.9935e-01  8.7432e-01  9.2086e-01  9.0214e-01  8.2781e-01
   TRS  9.1806e-01  8.8228e-01  9.0763e-01  9.0778e-01  9.4880e-01  8.1479e-01  9.3848e-01  8.3818e-01  8.3417e-01  1.0331e+00  9.0415e-01  9.1231e-01  8.9502e-01  9.4375e-01  9.0467e-01  8.3526e-01
   OTS  9.4209e-01  9.1803e-01  9.2425e-01  9.1041e-01  9.5753e-01  8.1580e-01  9.0042e-01  8.2357e-01  8.3287e-01  9.4654e-01  9.0246e-01  9.5210e-01  9.4710e-01  8.9237e-01  9.2599e-01  7.9105e-01
   GOV  9.5935e-01  9.9395e-01  9.4967e-01  9.5145e-01  9.7955e-01  8.2365e-01  8.1754e-01  8.4296e-01  8.2763e-01  9.8207e-01  9.2761e-01  9.4915e-01  9.3916e-01  8.9807e-01  8.7928e-01  1.0313e+00
   INV  9.3487e-01  9.2477e-01  9.2337e-01  9.1156e-01  9.5138e-01  8.3616e-01  9.0115e-01  8.4618e-01  8.5381e-01  9.4409e-01  9.0945e-01  9.4240e-01  9.3581e-01  9.0185e-01  9.1827e-01  8.3943e-01
 AGF_I  9.6403e-01  9.7100e-01  9.7387e-01  9.6363e-01  9.7798e-01  9.7089e-01  9.7606e-01  9.5802e-01  9.7975e-01  9.7626e-01  9.6619e-01  9.5666e-01  9.6408e-01  9.5977e-01  9.4935e-01  9.6808e-01
 OIL_I  1.0472e+00  0.0000e+00  1.0421e+00  1.0880e+00  1.0701e+00  1.0688e+00  1.0743e+00  1.0671e+00  1.0709e+00  1.0714e+00  1.0386e+00  1.0398e+00  1.0188e+00  1.0562e+00  1.0714e+00  1.0163e+00
 GAS_I  1.0062e+00  9.3753e-01  9.3835e-01  9.8815e-01  1.0175e+00  1.0177e+00  1.0029e+00  0.0000e+00  0.0000e+00  9.9368e-01  9.9407e-01  1.0015e+00  9.8691e-01  9.9928e-01  9.8726e-01  9.8627e-01
