     0         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   AFR  3.0003e+01  1.7723e+00  2.7624e+00  3.8558e+00  9.5803e+00  3.1365e+01  7.9864e+00  1.1008e+01  1.6170e+00  4.4697e+00  2.9712e+00  6.6242e+01  6.9267e+00  1.6381e+01  4.9956e+02  5.2424e+00
   RUS  1.9297e+02  9.6685e+00  1.4094e+01  1.2361e+01  5.1245e+01  2.5467e+02  4.1992e+01  2.6045e+01  1.0200e+01  1.4871e+01  2.9345e+01  4.5807e+02  1.4239e+02  1.2511e+02  1.6201e+01  2.8032e+03

    19         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  6.0128e+03  9.1133e+01  1.1090e+02  2.9398e+01  8.0433e+01  2.8376e+02  5.7203e+01  1.7115e+01  8.3982e+00  1.7342e+01  7.3787e+01  2.5488e+02  2.7481e+01  5.9493e+01  2.4103e+01  2.0916e+01
   MEX  7.0526e+01  3.7783e+02  2.9114e+00  6.9272e-01  3.9480e+00  1.9989e+01  3.6039e+00  1.4571e+00  3.6822e-01  1.9697e+00  4.3489e+00  1.5592e+01  1.6616e+00  2.1725e+00  9.2710e-01  7.2709e-01
   CAN  1.8444e+02  5.1777e+00  4.4803e+02  2.7948e+00  8.4320e+00  3.5707e+01  5.9871e+00  2.4276e+00  1.1871e+00  1.9979e+00  6.1643e+00  3.5687e+01  4.3021e+00  6.6664e+00  2.6906e+00  2.7427e+00
   OCN  2.4049e+01  1.1341e+00  2.3827e+00  4.2529e+02  1.7308e+01  4.7531e+01  1.1681e+01  1.5422e+01  1.5735e+00  9.9117e-01  2.0823e+00  2.9898e+01  3.0022e+00  8.5253e+00  2.9993e+00  2.0645e+00
   JAP  4.9334e+01  2.9591e+00  3.8604e+00  7.2990e+00  1.0255e+03  9.6732e+01  1.7190e+01  3.7442e+00  1.5144e+00  2.3625e+00  4.0059e+00  3.9138e+01  4.4721e+00  1.7853e+01  3.4252e+00  3.9729e+00
   EAA  1.2860e+03  7.3547e+01  1.1151e+02  1.3938e+02  5.3942e+02  1.0690e+04  3.8999e+02  1.0858e+02  4.2507e+01  4.9442e+01  1.1653e+02  1.1412e+03  1.3843e+02  3.1680e+02  9.8815e+01  1.3177e+02
   SEA  1.2481e+02  7.3589e+00  1.0531e+01  3.9322e+01  5.9885e+01  2.2074e+02  8.6102e+02  1.7940e+01  1.1049e+01  4.5026e+00  1.0678e+01  1.5068e+02  1.9312e+01  4.2195e+01  1.1897e+01  1.3842e+01
   IND  8.7137e+01  4.0512e+00  7.4531e+00  1.4129e+01  1.8747e+01  9.0623e+01  3.5237e+01  2.0826e+03  2.5095e+01  5.2529e+00  8.5721e+00  1.2158e+02  1.3086e+01  8.8262e+01  3.1531e+01  1.1313e+01
   SOA  8.2518e+00  3.1068e-01  7.4603e-01  1.0560e+00  2.1163e+00  1.0949e+01  3.7135e+00  6.2693e+00  2.3026e+02  4.5031e-01  6.4766e-01  1.2823e+01  1.2661e+00  5.9142e+00  1.1023e+00  1.2033e+00
   BRA  3.7981e+01  2.8197e+00  2.1844e+00  1.3586e+00  5.0616e+00  2.6291e+01  4.4535e+00  1.7157e+00  7.1563e-01  3.1192e+02  1.5267e+01  2.7588e+01  3.8442e+00  8.7339e+00  5.6496e+00  3.6480e+00
   LAM  1.6922e+02  1.3084e+01  1.0789e+01  4.6129e+00  1.3287e+01  5.6389e+01  9.2578e+00  3.9218e+00  1.6572e+00  2.5110e+01  7.1190e+02  7.8292e+01  8.6887e+00  1.3218e+01  6.2114e+00  9.0853e+00
   WEU  2.5165e+02  1.1885e+01  2.1098e+01  2.0075e+01  4.3263e+01  1.7263e+02  4.1951e+01  2.0957e+01  9.5651e+00  1.4847e+01  2.6954e+01  3.0349e+03  1.0285e+02  1.0348e+02  4.7612e+01  4.1343e+01
   REU  6.7002e+01  3.3752e+00  6.3185e+00  6.4975e+00  1.3959e+01  6.4828e+01  1.8022e+01  7.4722e+00  3.0534e+00  5.3904e+00  8.7957e+00  2.8542e+02  1.1763e+03  5.0500e+01  1.0096e+01  5.4920e+01
   MNA  1.8541e+02  9.1156e+00  1.3689e+01  2.1568e+01  1.1599e+02  3.2320e+02  6.5983e+01  7.8432e+01  5.1867e+01  1.5836e+01  1.7755e+01  3.2360e+02  4.2135e+01  2.0141e+03  4.2835e+01  4.1059e+01
   AFR  3.0174e+01  1.7841e+00  2.7743e+00  3.9082e+00  9.5175e+00  3.2635e+01  8.1301e+00  1.1313e+01  1.6576e+00  4.4963e+00  2.9953e+00  6.6265e+01  7.0090e+00  1.6627e+01  5.0892e+02  5.3415e+00
   RUS  1.9721e+02  9.8716e+00  1.4362e+01  1.2691e+01  5.1657e+01  2.6789e+02  4.3062e+01  2.7059e+01  1.0502e+01  1.5079e+01  2.9937e+01  4.6226e+02  1.4476e+02  1.2833e+02  1.6597e+01  2.8583e+03

    20         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  6.0496e+03  9.1208e+01  1.1058e+02  2.9932e+01  8.0512e+01  2.9427e+02  5.8518e+01  1.7528e+01  8.5652e+00  1.7421e+01  7.4419e+01  2.5446e+02  2.7848e+01  6.0257e+01  2.4372e+01  2.1216e+01
   MEX  7.1385e+01  3.8264e+02  2.9238e+00  7.0587e-01  3.9575e+00  2.0841e+01  3.6812e+00  1.5471e+00  3.7853e-01  1.9798e+00  4.4040e+00  1.5649e+01  1.6863e+00  2.2132e+00  9.4084e-01  7.4100e-01
   CAN  1.8604e+02  5.2068e+00  4.5345e+02  2.8398e+00  8.4319e+00  3.7265e+01  6.1021e+00  2.5000e+00  1.2139e+00  2.0185e+00  6.2271e+00  3.5758e+01  4.3630e+00  6.7663e+00  2.7340e+00  2.7977e+00
   OCN  2.4279e+01  1.1471e+00  2.3987e+00  4.3325e+02  1.7053e+01  4.9360e+01  1.1823e+01  1.5750e+01  1.5997e+00  9.9929e-01  2.1054e+00  2.9930e+01  3.0443e+00  8.6203e+00  3.0254e+00  2.1021e+00
   JAP  4.9410e+01  2.9675e+00  3.8654e+00  7.3456e+00  1.0253e+03  9.9119e+01  1.7267e+01  3.8263e+00  1.5320e+00  2.3677e+00  4.0278e+00  3.9014e+01  4.5086e+00  1.8013e+01  3.4480e+00  4.0136e+00
   EAA  1.3344e+03  7.6440e+01  1.1565e+02  1.4484e+02  5.4908e+02  1.1139e+04  4.0401e+02  1.1446e+02  4.4331e+01  5.0894e+01  1.2098e+02  1.1780e+03  1.4444e+02  3.2915e+02  1.0282e+02  1.3752e+02
   SEA  1.2794e+02  7.5447e+00  1.0780e+01  4.0195e+01  6.0251e+01  2.3088e+02  8.8261e+02  1.8611e+01  1.1347e+01  4.5965e+00  1.0949e+01  1.5330e+02  1.9848e+01  4.3338e+01  1.2213e+01  1.4267e+01
   IND  9.0078e+01  4.1940e+00  7.7026e+00  1.4535e+01  1.9093e+01  9.5711e+01  3.6380e+01  2.1536e+03  2.5900e+01  5.3852e+00  8.8818e+00  1.2487e+02  1.3611e+01  9.1355e+01  3.2420e+01  1.1753e+01
   SOA  8.5074e+00  3.2005e-01  7.6806e-01  1.0883e+00  2.1456e+00  1.1551e+01  3.8320e+00  6.5693e+00  2.3832e+02  4.6251e-01  6.6814e-01  1.3134e+01  1.3081e+00  6.0985e+00  1.1418e+00  1.2452e+00
   BRA  3.8090e+01  2.7964e+00  2.1778e+00  1.3783e+00  5.0814e+00  2.7913e+01  4.5672e+00  1.7477e+00  7.3068e-01  3.1471e+02  1.5194e+01  2.7431e+01  3.8711e+00  8.8630e+00  5.7129e+00  3.6947e+00
   LAM  1.7120e+02  1.3222e+01  1.0872e+01  4.7098e+00  1.3315e+01  5.9035e+01  9.4820e+00  4.0443e+00  1.7012e+00  2.5466e+01  7.2414e+02  7.8641e+01  8.8301e+00  1.3507e+01  6.3343e+00  9.3079e+00
   WEU  2.5345e+02  1.1921e+01  2.1180e+01  2.0278e+01  4.3089e+01  1.7910e+02  4.2608e+01  2.1398e+01  9.7493e+00  1.4914e+01  2.7129e+01  3.0367e+03  1.0340e+02  1.0482e+02  4.8324e+01  4.1713e+01
   REU  6.7847e+01  3.4141e+00  6.3714e+00  6.6166e+00  1.3999e+01  6.7857e+01  1.8606e+01  7.6827e+00  3.1242e+00  5.4573e+00  8.9130e+00  2.8704e+02  1.1970e+03  5.1574e+01  1.0266e+01  5.5870e+01
   MNA  1.8827e+02  9.2476e+00  1.3904e+01  2.2039e+01  1.1591e+02  3.3763e+02  6.7554e+01  8.0917e+01  5.3196e+01  1.5945e+01  1.8082e+01  3.2541e+02  4.2932e+01  2.0562e+03  4.3471e+01  4.1996e+01
   AFR  3.0261e+01  1.7932e+00  2.7780e+00  3.9474e+00  9.4362e+00  3.3826e+01  8.2586e+00  1.1586e+01  1.6919e+00  4.5251e+00  3.0142e+00  6.6034e+01  7.0697e+00  1.6831e+01  5.1667e+02  5.4229e+00
   RUS  2.0135e+02  1.0091e+01  1.4623e+01  1.3026e+01  5.2074e+01  2.8117e+02  4.4139e+01  2.8048e+01  1.0831e+01  1.5315e+01  3.0567e+01  4.6648e+02  1.4719e+02  1.3155e+02  1.6967e+01  2.9128e+03

